page_number,line_up_name,first_name,last_name,party_code,answers
199,Fyns Storkreds,Jakob,Larsen,B,4 1 4 2 4 4 2 1 2 5 2 5 4 2 5 1 2 1 2 5 2 4 1 4 4
200,Fyns Storkreds,Kim,Lei-Jensen,B,4 1 4 2 4 4 4 1 2 5 2 5 5 2 5 1 2 1 2 5 2 4 1 4 4
201,Fyns Storkreds,Anastasia,Milthers,B,5 2 4 4 2 4 1 2 4 4 5 5 4 4 2 4 2 2 4 2 2 2 4 4
202,Fyns Storkreds,Jan Werner,Mathiasen,B,4 1 4 2 4 4 4 1 2 4 4 5 5 2 5 1 2 2 2 4 2 5 1 4 4
203,Københavns Storkreds,Magnus Georg,Jensen,B,5 1 4 1 4 2 2 1 4 4 4 5 5 2 4 1 2 2 2 4 2 4 2 4 4
204,Københavns Storkreds,Thomas,Markmann,B,4 1 2 2 4 4 2 2 2 4 4 5 5 2 4 1 2 2 2 4 2 2 1 2 2
205,Københavns Storkreds,Thomas,Rohden,B,4 1 2 2 4 4 2 1 2 4 4 5 5 4 5 1 2 2 2 5 2 2 2 2 4
206,Københavns Storkreds,Mikkel Senna,Odoom,B,4 1 4 2 4 4 4 2 4 4 4 5 4 2 5 1 2 4 2 4 4 4 1 4 4
207,Københavns Storkreds,Samira,Nawa,B,4 1 4 2 4 4 2 1 2 5 2 5 5 4 5 1 2 1 2 5 2 4 1 4 4
208,Københavns Storkreds,Helene,Langager,B,4 2 2 2 4 4 4 2 2 4 4 5 4 2 5 2 2 2 2 4 2 4 4 4
209,Københavns Storkreds,Frederik,Rosberg,B,4 1 4 2 4 4 4 1 4 4 4 5 5 4 5 1 2 4 4 4 2 4 2 4 5
210,UNKNOWN,,,,
211,UNKNOWN,Maria Georgi,Sloth,B,4 1 4 2 4 4 2 1 2 5 2 5 5 2 5 1 2 1 2 5 1 4 1 4 4
212,Københavns Storkreds,Emil,Moselund,B,5 2 4 1 4 5 5 1 5 4 4 5 5 2 4 1 2 2 2 4 2 4 2 2 4
213,Københavns Storkreds,Marianne,Mortensen,B,4 1 4 1 4 4 4 1 2 5 4 5 5 2 5 1 2 1 4 5 2 4 1 4 2
214,Københavns Storkreds,Anne-Sofie,Sadolin,B,4 1 2 2 4 4 4 1 4 4 4 4 5 2 4 2 2 2 2 4 4 2 2 4 4
215,Københavns Omegns Storkreds,Lars Green,Bach,B,4 1 4 2 2 4 2 1 2 4 2 5 4 2 5 1 2 1 2 5 2 4 1 4 4
216,Københavns Omegns Storkreds,Kashif,Ahmad,B,4 5 5 1 5 1 1 1 1 5 5 5 5 1 5 5 5 1 4 5 1 5 5 5 5
217,Københavns Omegns Storkreds,Ruben,Kidde,B,1 2 2 4 2 1 2 4 4 5 5 4 5 1 2 2 2 4 4 5 1 4 4
218,Københavns Omegns Storkreds,Christina,Falkberg,B,4 2 4 2 4 2 2 2 2 5 2 5 5 2 5 1 2 1 4 4 2 4 1 4 4
219,Københavns Omegns Storkreds,Brian,Køster,B,2 1 4 1 1 2 2 1 2 4 1 5 5 2 5 1 2 1 2 4 2 1 1 5 5
220,Københavns Omegns Storkreds,Stinus,Lindgreen,B,4 1 4 2 4 4 1 1 2 5 2 5 5 2 5 1 2 1 2 5 2 5 1 4 4
221,Københavns Omegns Storkreds,Jens,Frost,B,4 1 4 2 4 2 2 1 2 5 2 5 5 2 5 1 2 1 2 5 2 2 1 4 4
222,Københavns Omegns Storkreds,Esat,Senturk,B,2 2 4 2 2 1 2 2 2 4 4 4 4 2 2 2 4 1 2 4 2 4 2 4 4
223,Københavns Omegns Storkreds,Zohair,Ali,B,2 2 5 2 4 2 2 2 2 4 4 4 4 2 4 2 4 2 4 4 2 4 2 4 4
224,Københavns Omegns Storkreds,Trine,Dybkjær,B,2 2 4 2 2 2 2 2 2 4 2 5 4 4 4 2 4 4 2 4 4 4 2 4 4
225,Københavns Omegns Storkreds,Isabel Havndrup,Aackmann,B,5 1 4 1 4 4 2 1 2 4 4 5 5 2 4 1 4 1 2 5 2 2 2 4 4
226,Nordsjællands Storkreds,Tine,Hessner,B,2 2 2 1 4 4 2 1 1 4 5 4 4 5 1 2 1 2 4 4 1 4 4
227,Nordsjællands Storkreds,Hediye,Temiz,B,4 1 4 1 4 4 2 1 2 5 4 5 5 2 5 1 2 1 2 5 2 4 2 4 4
228,Nordsjællands Storkreds,Christian,Elkjær,B,4 1 4 2 2 2 2 2 2 4 2 5 4 2 4 1 4 2 4 4 4 4 1 4 4
229,Nordsjællands Storkreds,Mikkel Westh,Jepsen,B,4 1 2 2 2 4 2 2 2 4 4 5 4 4 5 1 2 2 2 4 2 1 4 4
230,Nordsjællands Storkreds,Christina,Thorholm,B,4 2 4 2 2 2 2 1 4 5 2 5 5 4 5 1 5 2 2 4 4 5 2 4 2
231,Nordsjællands Storkreds,Martin,Lidegaard,B,4 1 4 2 4 4 2 1 2 5 2 5 5 2 5 1 2 1 2 5 2 4 1 4 4
232,Sydjyllands Storkreds,Lasse Skov,Ovesen,B,4 1 1 1 4 2 2 1 4 4 4 5 2 5 5 1 1 2 2 4 4 4 1 5 4
233,Sydjyllands Storkreds,Anne Marie Geisler,Andersen,B,4 2 4 1 4 4 2 1 1 5 2 5 4 2 4 1 4 2 2 4 2 4 1 4 2
234,Sydjyllands Storkreds,Finn Hartvig,Nielsen,B,4 1 1 1 4 4 4 1 1 5 4 5 4 1 4 1 4 1 2 5 1 1 1 4 4
235,Sydjyllands Storkreds,Nils,Sjøberg,B,4 1 4 2 4 2 2 1 1 5 2 5 5 2 5 1 2 4 4 4 2 4 2 4 4
236,Sydjyllands Storkreds,Lotte,Rod,B,5 2 4 2 4 2 2 1 2 5 2 5 5 2 4 1 2 1 2 4 2 4 1 2 4
237,UNKNOWN,Bjarne,Lastein,B,
238,Sydjyllands Storkreds,Ole Lynggaard,Jørgensen,B,1 1 4 4 2 1 1 5 5 5 4 4 4 1 1 2 4 5 2 1 2 4 5
239,Bornholms Storkreds,Simon Bech,Munch-Petersen,B,4 1 0 0 5 0 2 0 5 0 0 5 0 2 2 0 0 0 4 0 0 4 1 4 0
240,Sjællands Storkreds,Line Krogh,Lay,B,4 1 2 1 4 4 2 1 2 4 2 5 5 2 5 1 4 2 2 4 2 4 1 4 4
241,Sjællands Storkreds,Zenia,Stampe,B,4 1 4 2 4 4 2 1 2 5 2 5 5 2 5 1 2 1 2 5 2 4 1 4 4
242,Sjællands Storkreds,Edris,Qasimi,B,4 2 1 1 4 4 4 1 2 5 2 5 4 4 5 2 2 1 2 4 2 5 2 4 2
243,Sjællands Storkreds,Mette Hvid,Brockmann,B,4 1 2 1 4 4 4 1 1 5 2 5 5 1 5 1 2 1 2 4 1 2 1 4 2
244,Sjællands Storkreds,Helena Tjørnelund,Christensen,B,4 2 2 2 5 4 4 1 1 5 4 5 5 2 5 1 2 2 2 4 4 5 1 4 4
245,Sjællands Storkreds,Kristian,Stokholm,B,4 1 2 1 4 4 2 4 4 2 4 4 4 2 5 2 2 2 2 4 2 4 2 5 4
246,Sjællands Storkreds,Sofie,Holm,B,5 1 4 2 4 4 2 1 2 5 2 5 5 2 5 1 2 1 2 5 2 4 1 4 4
247,Sjællands Storkreds,Troels,Brandt,B,4 1 1 2 5 2 4 1 4 4 4 5 5 4 5 1 1 4 5 4 2 5 2 5 2
248,Sjællands Storkreds,Jeppe,Fransson,B,4 1 4 1 4 4 2 1 1 4 2 5 5 4 5 1 2 1 2 4 2 4 2 2 4
249,Sjællands Storkreds,Jeppe,Trolle,B,5 1 1 4 4 1 2 5 5 5 5 1 2 2 5 1 1 5
250,Vestjyllands Storkreds,Casper,Hindkjær,B,4 2 4 1 4 2 4 2 1 4 5 5 4 1 2 2 4 2 4 4 2 4 1 2 4
251,Vestjyllands Storkreds,Philip,Vivet,B,4 1 2 2 4 4 2 1 4 4 2 5 4 2 4 1 2 2 2 4 2 4 1 4 4
252,Vestjyllands Storkreds,Johan,Brødsgaard,B,4 1 4 4 5 4 2 1 2 4 2 5 4 2 4 1 4 4 4 4 2 5 2 4 4
253,Vestjyllands Storkreds,Peter,Vestergaard,B,4 1 4 2 4 4 2 1 2 5 2 5 5 2 5 1 2 1 2 5 2 4 1 4 4
254,Vestjyllands Storkreds,Kim,Pagels,B,4 2 2 2 2 2 2 2 2 4 2 4 4 4 5 2 2 2 4 4 2 4 4 4 4
255,Københavns Omegns Storkreds,Mathias,Fuglsang,H,1 4 5 5 4 1 1 5 5 2 5 5 2 4 1 5 2 5 5 2 2 5 5 1 2
256,Sjællands Storkreds,Tim,Larsen,H,1 4 5 4 2 1 1 4 4 2 5 4 2 4 1 5 2 4 4 2 4 5 4 2 2
257,Sjællands Storkreds,Sanne,Pilgaard,H,2 4 4 5 2 2 2 4 4 2 4 4 2 4 2 4 2 5 4 1 4 4 4 2 2
258,Sydjyllands Storkreds,Jørn,Dohrmann,H,1 4 5 5 1 1 1 5 5 1 4 4 1 4 2 5 1 5 5 1 5 4 5 2 1
259,Nordjyllands Storkreds,Niels,Christensen,H,1 5 5 5 5 1 5 4 1 5 5 5 2 1
260,Sydjyllands Storkreds,Karsten,Byrgesen,H,2 5 4 4 1 1 5 5 2 4 2 4 2 2 5 5 2 4 4 1 2
261,Nordsjællands Storkreds,Emilie,Schytte,H,1 4 5 5 1 2 1 5 5 2 5 5 2 4 1 5 2 5 4 1 4 5 5 1 1
262,Vestjyllands Storkreds,Helge K.,Frandsen,H,1 5 5 5 1 1 5 5 4 5 4 2 5 1 5 2 5 5 1 4 5 5 1 1
263,Sydjyllands Storkreds,Nadja Natalie,Isaksen,H,1 4 5 5 2 2 1 5 5 2 5 5 2 4 2 5 1 5 5 1 5 5 5 1 1
264,Københavns Omegns Storkreds,Morten,Dehn,H,2 4 5 5 2 2 1 5 5 2 5 5 2 4 1 5 1 5 4 2 4 4 5 1 1
265,Københavns Storkreds,Rikke,Hansen,H,2 5 5 4 2 1 1 5 5 4 5 4 2 4 2 5 2 5 5 1 5 5 5 1 1
266,UNKNOWN,Søren T.,Fugleberg,H,
267,Sjællands Storkreds,Jacob,Harris,H,1 5 5 5 4 1 1 5 5 4 5 4 1 5 2 5 1 5 5 1 5 5 5 1 1
268,Nordsjællands Storkreds,Martin,Nordstjerne,H,1 5 5 5 1 1 1 5 5 1 5 5 1 5 2 5 1 5 5 1 5 5 5 1 1
269,Østjyllands Storkreds,Lars Boje,Mathiesen,H,1 4 5 5 2 2 1 5 5 4 5 4 1 4 2 5 2 4 5 1 5 5 5 1 2
270,Vestjyllands Storkreds,Jes,Halfdan,H,1 4 5 5 4 1 2 5 5 2 4 4 2 4 4 5 2 5 5 2 4 5 5 2 2
271,UNKNOWN,Peter,Faber,H,1 4 5 5 2 1 1 5 5 5 2 2 4 1 5 2 5 5 2 5 5 5 1 1
272,Københavns Storkreds,Flemming,Steenlykke,H,2 4 5 5 2 2 1 5 5 2 5 4 2 2 2 5 2 5 5 1 5 4 5 2 1
273,UNKNOWN,Allan,Holm,H,1 4 5 4 4 2 1 4 5 1 1 1 5 2 5 1 5 4 4 4 5 2 2
274,Nordjyllands Storkreds,John,Bjerg,H,1 1 5 5 5 1 1 5 5 1 5 4 1 5 1 5 1 5 5 1 5 5 5 1 1
275,UNKNOWN,Morten,Riis,Ø,4 2 0 0 0 0 5 0 1 0 0 5 0 0 0 0 0 0 2 0 0 0 1 1 0
276,UNKNOWN,,,,
277,Fyns Storkreds,Victoria,Velásquez,Ø,5 2 5 1 5 1 5 1 2 5 4 5 5 2 2 2 5 2 2 2 2 5 1 1 2
278,Fyns Storkreds,Torsten,Ringgaard,Ø,5 1 5 1 5 1 5 1 1 5 5 5 5 1 5 1 5 1 4 5 1 5 1 1 5
279,Fyns Storkreds,Reza,Javid,Ø,5 4 5 1 5 1 5 1 1 5 4 5 5 1 2 1 5 1 2 2 1 5 2 1 4
280,Fyns Storkreds,Kaj,Alstrup,Ø,5 4 5 1 5 1 5 1 1 5 5 5 5 1 2 2 4 1 2 5 2 5 1 2 4
281,UNKNOWN,,,,
282,Fyns Storkreds,Jesper,Kiel,Ø,5 1 5 2 5 1 5 1 1 5 4 5 5 1 5 1 4 1 2 4 2 5 1 1 2
283,Fyns Storkreds,Vibeke Syppli,Enrum,Ø,5 4 2 1 5 1 5 1 1 5 4 5 5 1 2 1 5 1 4 5 1 2 2 1 5
284,Københavns Omegns Storkreds,Bianca,Vitting,Ø,5 2 5 1 4 1 5 1 1 5 5 5 5 1 5 1 4 1 2 4 2 5 1 1 4
285,Københavns Omegns Storkreds,Clara,Turms,Ø,5 1 5 1 5 1 5 1 1 5 5 5 1 4 1 5 1 1 5 1 5 1 1 5
286,Københavns Omegns Storkreds,Sune Rastad,Bahn,Ø,5 1 4 1 5 1 5 1 1 5 5 5 1 5 1 5 1 2 4 1 5 1 1 4
287,Københavns Omegns Storkreds,Ibrahim,Benli,Ø,5 2 5 1 4 1 5 1 1 5 2 5 5 2 2 1 4 1 2 4 2 5 1 1 4
288,Københavns Omegns Storkreds,Caroline,Lochow,Ø,5 1 5 1 5 1 5 1 1 5 4 5 5 1 4 2 4 1 2 4 1 5 1 1 4
289,Københavns Omegns Storkreds,Fatih,Baran,Ø,5 1 5 1 5 1 5 1 1 5 1 5 5 1 5 1 4 1 1 4 1 5 1 1 4
290,Københavns Omegns Storkreds,Emil,Viskum,Ø,5 1 5 1 4 1 5 1 1 5 2 5 5 1 2 1 4 1 2 4 1 5 1 1 4
291,Københavns Omegns Storkreds,Helge Bo,Jensen,Ø,5 5 5 1 5 1 5 1 1 5 4 5 5 1 2 1 5 1 4 4 1 4 1 1 4
292,Nordjyllands Storkreds,Runa Friis,Hansen,Ø,4 1 5 1 5 1 5 1 2 5 4 5 5 1 2 2 5 1 4 4 1 5 1 1 4
293,Nordjyllands Storkreds,Hans,Jensen,Ø,5 1 5 1 5 1 5 1 1 5 4 5 5 1 4 1 5 1 4 1 5 1 5
294,Nordjyllands Storkreds,Christina,Eilers,Ø,5 1 5 1 5 1 5 1 1 5 2 5 5 1 2 1 5 1 4 4 1 5 1 1 4
295,Nordjyllands Storkreds,Berit,Raldin,Ø,5 1 5 1 5 1 5 1 1 5 5 1 5 1 4 1 4 4 5 1 5
296,Nordjyllands Storkreds,Ulrik,Appel,Ø,5 1 5 1 4 1 5 1 1 5 4 5 5 1 4 1 5 1 4 4 1 5 1 1 4
297,Nordjyllands Storkreds,Lasse Mejer,Petersen,Ø,5 1 5 1 5 1 5 1 1 5 2 5 5 1 4 1 4 1 2 2 1 5 1 1 4
298,Københavns Storkreds,Maria Sofie,Petersen,Ø,5 2 5 1 2 1 5 1 1 5 4 5 5 1 1 1 5 1 2 4 2 5 1 1 5
299,Københavns Storkreds,Charlotte,Lund,Ø,5 2 5 1 4 1 4 1 1 5 5 5 5 1 4 1 4 2 2 4 2 5 1 1 5
300,Københavns Storkreds,Reinout,Bosch,Ø,5 1 5 1 4 1 5 1 1 5 2 5 5 2 2 1 5 1 1 5 1 5 1 1 2
301,Københavns Storkreds,Leila,Stockmarr,Ø,5 1 5 1 4 1 5 1 2 5 2 5 5 1 4 1 5 1 2 4 1 5 1 1 4
302,Københavns Storkreds,Pelle,Dragsted,Ø,4 2 5 1 4 1 4 1 1 5 2 5 5 2 2 2 4 1 4 2 2 5 1 1 4
303,Københavns Storkreds,Pil,Yildiz,Ø,5 2 4 4 5 1 5 1 1 5 2 5 4 1 5 1 4 2 2 2 2 4 1 1 2
304,Københavns Storkreds,Kim,Larsen,Ø,0 1 5 4 5 2 5 1 1 5 4 5 5 2 4 1 4 4 4 4 2 5 2 1 4
305,Københavns Storkreds,David,Rønne,Ø,5 2 5 1 4 1 5 1 1 5 2 5 5 1 5 1 5 1 2 4 1 5 1 4
306,Københavns Storkreds,Mette Bloch,Hansen,Ø,0 1 4 1 4 1 0 1 1 5 4 5 5 1 5 1 4 1 4 2 2 5 2 1 2
307,Københavns Storkreds,Mathilde,Vinther,Ø,5 1 5 1 4 1 5 1 1 5 2 5 5 1 2 2 4 1 2 4 1 5 1 1 4
308,Københavns Storkreds,Pil,Christensen,Ø,4 2 5 1 4 1 5 1 2 5 2 5 5 2 4 1 4 1 2 2 1 5 2 1 4
309,Københavns Storkreds,Rosa,Lund,Ø,5 1 5 1 5 1 5 1 1 5 4 5 5 1 4 1 4 1 4 1 1 5 1 1 2
310,Nordjyllands Storkreds,Peder,Hvelplund,Ø,5 1 5 1 5 1 5 1 1 5 2 5 5 1 5 1 4 1 2 4 1 5 1 1 2
311,Nordjyllands Storkreds,Lasse,Olsen,Ø,5 1 5 1 4 1 5 1 1 5 4 5 5 1 2 1 5 1 2 4 1 5 1 1 4
312,Nordjyllands Storkreds,Filippa Emilie,Vittrup,Ø,5 1 5 1 4 1 5 1 2 5 2 5 5 1 2 1 5 1 2 4 1 5 1 1 4
313,Nordsjællands Storkreds,Christoffer Emil,Jexen,Ø,5 2 5 1 4 1 5 1 1 4 4 5 5 2 4 1 4 1 4 4 2 5 2 2 4
314,Nordsjællands Storkreds,Annie,Hagel,Ø,5 2 4 1 4 2 4 1 1 5 2 5 5 1 5 1 2 1 4 4 2 5 1 1 4
315,Nordsjællands Storkreds,Sinem Dybvad,Demir,Ø,5 1 5 1 4 1 5 1 1 5 2 5 5 1 2 1 4 1 2 4 1 5 1 1 2
316,Nordsjællands Storkreds,Carolina,Cámara,Ø,5 1 5 1 4 1 5 1 2 5 4 5 5 2 4 2 4 1 2 4 1 5 1 1 4
317,Nordsjællands Storkreds,Emil,Andersen,Ø,4 2 4 1 4 2 4 2 2 4 4 5 4 2 4 2 4 2 2 4 2 4 2 1 2
318,UNKNOWN,,,,
319,Sjællands Storkreds,Ludmila,Plenge,Ø,5 2 5 1 5 1 5 1 1 5 5 5 5 1 2 1 5 1 2 4 1 5 1 1 5
320,Sjællands Storkreds,Bruno,Jerup,Ø,5 4 5 2 2 1 5 1 1 5 2 5 5 1 5 1 5 2 4 5 2 5 1 1 5
321,UNKNOWN,Peter,Roswall,Ø,5 2 4 1 5 1 5 1 1 5 4 5 5 1 4 2 4 1 4 4 1 5 1 1 2
322,Sjællands Storkreds,Louis,Jacobsen,Ø,5 1 5 1 4 1 5 1 2 5 4 5 5 1 2 2 5 1 2 1 2 5 1 1 2
323,Sjællands Storkreds,Birgit,Gedionsen,Ø,4 1 4 1 5 2 4 1 1 5 4 5 5 1 5 1 4 2 2 4 2 4 1 2 5
324,Sjællands Storkreds,Jonas,Paludan,Ø,5 2 5 2 4 1 5 1 2 5 4 5 5 1 4 1 4 2 2 5 2 5 1 1 2
325,UNKNOWN,Karen Thestrup,Clausen,Ø,
326,Sjællands Storkreds,Eva,Flyvholm,Ø,5 2 5 1 4 1 4 1 2 5 4 5 5 1 4 2 4 2 4 2 2 5 1 1 2
327,Sjællands Storkreds,Helena Hedegaard,Udsen,Ø,5 2 5 1 5 2 5 1 2 5 4 5 5 1 5 1 5 1 2 4 1 4 1 1 4
328,Sydjyllands Storkreds,Johanna-Maria,Precht,Ø,0 5 5 1 5 1 5 1 1 4 5 5 5 1 2 1 4 2 2 4 4 4 1 1 4
329,Sydjyllands Storkreds,Helene Hellesøe,Appel,Ø,5 2 5 1 5 1 5 1 1 5 1 5 5 1 2 1 4 1 2 4 1 5 1 1 5
330,Sydjyllands Storkreds,Selma,Bolø,Ø,5 1 5 1 5 1 4 1 1 4 4 5 4 1 4 2 4 1 4 2 2 5 2 1 4
331,Sydjyllands Storkreds,Lasse Harder,Schousboe,Ø,5 1 5 1 4 1 5 1 1 5 2 5 5 1 5 2 5 1 2 4 1 5 1 1 4
332,UNKNOWN,Sarah,Nørris,Ø,
333,Sydjyllands Storkreds,Lars,Mogensen,Ø,5 2 5 1 5 1 5 1 1 5 4 5 5 1 4 1 5 1 2 2 2 5 1 1 2
334,Sydjyllands Storkreds,Rasmus Vestergaard,Madsen,Ø,5 1 5 1 4 1 5 1 1 5 4 5 5 1 4 1 5 2 2 2 1 5 1 1 4
335,Sydjyllands Storkreds,Lilje,Holm,Ø,5 1 5 1 5 2 5 1 1 5 4 5 5 1 2 2 5 2 4 2 1 5 1 1 4
336,Sydjyllands Storkreds,Holly Marie,Turner,Ø,5 1 5 1 5 1 5 1 2 5 4 5 5 1 2 1 4 1 2 4 1 5 1 1 5
337,Sydjyllands Storkreds,Benny,Dall,Ø,5 1 5 4 0 5 0 1 5 4 5 5 1 4 1 4 1 4 4 1 5 1 1 4
338,Sydjyllands Storkreds,Mathias D.,Christiansen,Ø,5 1 5 1 5 1 5 1 1 5 5 5 5 1 1 1 5 1 1 5 1 1 1 1 5
339,UNKNOWN,Jacob,Abildgaard,Ø,
340,Vestjyllands Storkreds,Lisbeth,Torfing,Ø,5 1 5 1 5 1 5 1 2 5 2 5 5 2 4 1 4 1 4 2 1 5 1 1 4
341,Vestjyllands Storkreds,Aksel Rosager,Johansen,Ø,5 1 5 1 5 1 5 1 2 5 4 5 5 2 4 1 4 4 4 2 5 1 1 4
342,UNKNOWN,,,,
343,Vestjyllands Storkreds,Stine Ry,Andersen,Ø,5 1 5 1 4 1 5 1 2 5 4 5 5 2 2 2 4 1 4 4 1 5 1 1 4
344,UNKNOWN,Lars,Dohn,Ø,
345,Vestjyllands Storkreds,Christian,Juhl,Ø,5 1 5 1 5 1 5 1 1 5 2 5 5 1 5 1 5 1 2 5 1 5 1 1 5
346,Østjyllands Storkreds,Trine,Mach,Ø,5 2 5 1 4 1 5 1 1 5 4 5 5 1 2 1 4 1 2 4 1 5 1 1 4
347,Østjyllands Storkreds,Maria,Temponeras,Ø,5 1 5 1 1 5 1 1 5 4 5 5 1 2 2 5 1 4 4 5 2 1 4
348,Østjyllands Storkreds,Edith,Vels,Ø,5 1 5 1 5 1 5 1 1 5 4 5 5 1 4 1 4 1 2 5 1 5 1 1 5
349,Østjyllands Storkreds,Martin,Laursen,Ø,4 4 5 1 5 1 5 1 4 5 5 5 5 1 4 2 4 4 4 2 1 1 4
